Item#,Category,Sub-Category,Test Description,Priority,Test Type,Status,Notes,Assigned To,Date Completed,Evidence
2.9.1,Backend API,Error Handling,400 Bad Request errors,High,Automated,Pending,Validation errors return proper response,QA,
2.9.2,Backend API,Error Handling,401 Unauthorized errors,Critical,Automated,Pending,Missing/invalid token handling,QA,
2.9.3,Backend API,Error Handling,403 Forbidden errors,High,Automated,Pending,Permission denied handling,QA,
2.9.4,Backend API,Error Handling,404 Not Found errors,High,Automated,Pending,Resource not found handling,QA,
2.9.5,Backend API,Error Handling,500 Server errors,Critical,Automated,Pending,Graceful error messages,QA,
2.9.6,Backend API,Error Handling,Error logging,High,Automated,Pending,Errors logged for debugging,QA,
3.1.1,Frontend UI,Responsive Design,Mobile (< 640px) layout,Critical,Manual,Pending,Single column; touch-friendly,QA,
3.1.2,Frontend UI,Responsive Design,Tablet (640-1024px) layout,Critical,Manual,Pending,2-3 column layout,QA,
3.1.3,Frontend UI,Responsive Design,Desktop (> 1024px) layout,Critical,Manual,Pending,Full multi-column layout,QA,
3.1.4,Frontend UI,Responsive Design,No horizontal scroll,Critical,Manual,Pending,All content fits screen width,QA,
3.1.5,Frontend UI,Responsive Design,Touch targets 44px+,High,Manual,Pending,Mobile-friendly button sizes,QA,
3.1.6,Frontend UI,Responsive Design,Text readable on all devices,High,Manual,Pending,Font sizes scale appropriately,QA,
3.2.1,Frontend UI,Performance,Page load time < 3 seconds,High,Automated,Pending,Check lighthouse score,QA,
3.2.2,Frontend UI,Performance,CSS/JS minified,High,Automated,Pending,Production build,QA,
3.2.3,Frontend UI,Performance,Images optimized,High,Automated,Pending,WebP or compressed,QA,
3.2.4,Frontend UI,Performance,No console errors,Critical,Manual,Pending,Dev console clean,QA,
3.2.5,Frontend UI,Performance,No console warnings,High,Manual,Pending,No deprecation warnings,QA,
3.2.6,Frontend UI,Performance,Lazy loading implemented,High,Automated,Pending,Images/components load on demand,QA,
3.3.1,Frontend UI,Authentication,Login page loads,Critical,Manual,Pending,Route: /login,QA,
3.3.2,Frontend UI,Authentication,Login form validation,Critical,Manual,Pending,Username & password required,QA,
3.3.3,Frontend UI,Authentication,Successful login redirects,Critical,Manual,Pending,Redirects to /chat or dashboard,QA,
3.3.4,Frontend UI,Authentication,Failed login shows error,Critical,Manual,Pending,Error message displayed,QA,
3.3.5,Frontend UI,Authentication,Logout clears session,Critical,Manual,Pending,User logged out properly,QA,
3.3.6,Frontend UI,Authentication,Protected routes require auth,Critical,Manual,Pending,Redirect to login if not logged in,QA,
3.4.1,Frontend UI,Classes,Class list loads,Critical,Manual,Pending,Displays all user classes,QA,
3.4.2,Frontend UI,Classes,Class details page loads,Critical,Manual,Pending,Shows schedule; students; assignments,QA,
3.4.3,Frontend UI,Classes,Create class (teacher only),High,Manual,Pending,Form and submission working,QA,
3.4.4,Frontend UI,Classes,Edit class (teacher only),High,Manual,Pending,Update class details,QA,
3.4.5,Frontend UI,Classes,Delete class (teacher only),High,Manual,Pending,Confirmation modal appears,QA,
3.4.6,Frontend UI,Classes,Join class request,High,Manual,Pending,Student can request to join,QA,
3.4.7,Frontend UI,Classes,View join requests (teacher),High,Manual,Pending,Teacher see pending requests,QA,
3.4.8,Frontend UI,Classes,Approve/reject requests (teacher),High,Manual,Pending,Actions work properly,QA,
3.5.1,Frontend UI,Chat,Chat room list loads,Critical,Manual,Pending,Shows all chat rooms,QA,
3.5.2,Frontend UI,Chat,Chat mobile full-screen,Critical,Manual,Pending,Room list takes full screen on mobile,QA,
3.5.3,Frontend UI,Chat,Chat room selection,Critical,Manual,Pending,Clicking room shows messages,QA,
3.5.4,Frontend UI,Chat,Messages display,Critical,Manual,Pending,Load and display messages,QA,
3.5.5,Frontend UI,Chat,Send message,Critical,Manual,Pending,Message sends and appears,QA,
3.5.6,Frontend UI,Chat,Real-time updates,Critical,Manual,Pending,WebSocket receiving messages,QA,
3.5.7,Frontend UI,Chat,Pin room feature,High,Manual,Pending,Pin button works; shows icon,QA,
3.5.8,Frontend UI,Chat,Pinned tab filter,High,Manual,Pending,Filter shows only pinned,QA,
3.5.9,Frontend UI,Chat,Search rooms,High,Manual,Pending,Search functionality works,QA,
3.6.1,Frontend UI,Attendance,Attendance page loads,High,Manual,Pending,Shows attendance records,QA,
3.6.2,Frontend UI,Attendance,Mark attendance (teacher),High,Manual,Pending,Can mark students present/absent,QA,
3.6.3,Frontend UI,Attendance,View my attendance (student),High,Manual,Pending,Student sees their attendance,QA,
3.7.1,Frontend UI,Leaves,Leave request form,High,Manual,Pending,Form displays correctly,QA,
3.7.2,Frontend UI,Leaves,Submit leave request,High,Manual,Pending,Request submitted successfully,QA,
3.7.3,Frontend UI,Leaves,View my requests,High,Manual,Pending,Student sees their requests,QA,
3.8.1,Frontend UI,Settings,Settings page loads,High,Manual,Pending,User preferences displayed,QA,
3.8.2,Frontend UI,Settings,Save settings,High,Manual,Pending,Settings update properly,QA,
3.8.3,Frontend UI,Settings,Export transcript (PDF),High,Manual,Pending,PDF download works,QA,
3.8.4,Frontend UI,Settings,Export activities (CSV),High,Manual,Pending,CSV download works,QA,
4.1.1,Security,Authentication,JWT tokens secure,Critical,Automated,Pending,Tokens in httpOnly cookies,QA,
4.1.2,Security,Authentication,Password hashing,Critical,Automated,Pending,Passwords never stored plain text,QA,
4.1.3,Security,Authentication,CORS validation,Critical,Automated,Pending,Only allowed origins,QA,
4.1.4,Security,Authentication,Rate limiting,High,Automated,Pending,API rate limited (120 req/min),QA,
4.1.5,Security,Authentication,SQL injection prevention,Critical,Automated,Pending,Prisma ORM prevents injection,QA,
4.2.1,Security,Data Validation,Input validation,Critical,Automated,Pending,All inputs validated,QA,
4.2.2,Security,Data Validation,XSS protection,Critical,Automated,Pending,No unescaped HTML in output,QA,
4.2.3,Security,Data Validation,CSRF protection,High,Automated,Pending,CSRF tokens validated,QA,
4.2.4,Security,Data Validation,Data sanitization,Critical,Automated,Pending,User inputs sanitized,QA,
4.3.1,Security,Database,Database backups,High,Manual,Pending,Regular backup schedule,QA,
4.3.2,Security,Database,Connection pooling,High,Automated,Pending,Efficient DB connections,QA,
4.3.3,Security,Database,Query performance,High,Automated,Pending,No N+1 queries,QA,
4.3.4,Security,Database,Data relationships,High,Automated,Pending,Foreign keys maintained,QA,
5.1,Browser Compatibility,Browsers,Chrome latest,Critical,Manual,Pending,Desktop & mobile,QA,
5.2,Browser Compatibility,Browsers,Firefox latest,High,Manual,Pending,Desktop & mobile,QA,
5.3,Browser Compatibility,Browsers,Safari latest,High,Manual,Pending,Desktop & mobile,QA,
5.4,Browser Compatibility,Browsers,Edge latest,High,Manual,Pending,Windows,QA,
5.5,Browser Compatibility,Browsers,Mobile Safari (iOS),High,Manual,Pending,iOS 14+,QA,
5.6,Browser Compatibility,Browsers,Chrome Android,High,Manual,Pending,Android 10+,QA,
6.1,Accessibility,WCAG,Keyboard navigation,High,Manual,Pending,Tab through all interactive elements,QA,
6.2,Accessibility,WCAG,ARIA labels,High,Automated,Pending,Screen reader friendly,QA,
6.3,Accessibility,WCAG,Color contrast,High,Automated,Pending,WCAG AA compliant,QA,
6.4,Accessibility,WCAG,Focus indicators,High,Manual,Pending,Visible focus states,QA,
6.5,Accessibility,WCAG,Form labels,High,Manual,Pending,All inputs labeled,QA,
7.1,Deployment,Build,Build succeeds,Critical,Automated,Pending,npm run build works,DevOps,
7.2,Deployment,Build,No build warnings,High,Automated,Pending,Clean build output,DevOps,
7.3,Deployment,Configuration,Production env vars set,Critical,Manual,Pending,.env configured,DevOps,
7.4,Deployment,Database,Database migrations ran,Critical,Manual,Pending,Schema up to date,DevOps,
7.5,Deployment,Health Check,Health check passes,Critical,Automated,Pending,GET /health returns 200,DevOps,
7.6,Deployment,Health Check,API responding,Critical,Automated,Pending,GET /api returns 200,DevOps,
7.7,Deployment,Health Check,Frontend loading,Critical,Manual,Pending,index.html loads,DevOps,
7.8,Deployment,Configuration,Reverse proxy configured,High,Manual,Pending,nginx/Apache routing works,DevOps,
7.9,Deployment,Configuration,SSL certificates installed,High,Manual,Pending,HTTPS working,DevOps,
7.10,Deployment,Configuration,Monitoring enabled,High,Manual,Pending,Logs & metrics collection,DevOps,
8.1,Documentation,Docs,API documentation,High,Manual,Pending,OpenAPI spec complete,Dev,
8.2,Documentation,Docs,README updated,High,Manual,Pending,Installation & setup instructions,Dev,
8.3,Documentation,Docs,Environment variables documented,High,Manual,Pending,.env.example provided,Dev,
8.4,Documentation,Docs,Database schema documented,High,Manual,Pending,ER diagrams available,Dev,
8.5,Documentation,Docs,User guide prepared,High,Manual,Pending,How to use the system,PM,
8.6,Documentation,Docs,Known issues documented,High,Manual,Pending,Workarounds provided,Dev,
8.7,Documentation,Docs,Support contacts available,High,Manual,Pending,Emergency contacts listed,PM,
